"2009-2010","lower","ARGALL","PAL000002"
"2009-2010","lower","MANN","PAL000158"
"2009-2010","lower","KELLER, M.K.","PAL000141"
"2009-2010","lower","MENSCH","PAL000026"
"2011-2012","lower","Culver","PAL000275"
"2011-2012","lower","M.K. Keller","PAL000141"
"2009-2010","lower","KRIEGER","PAL000288"
"2009-2010","lower","MCI. SMITH","PAL000165"
"2009-2010","lower","S. H. SMITH","PAL000225"
"2011-2012","lower","CULVER","PAL000275"
"2009-2010","upper","WASHINGTON","PAL000254"
"2011-2012","lower","S. H. Smith","PAL000225"
"2009-2010","upper","WHITE, DONALD","PAL000047"
"2009-2010","lower","MAJOR","PAL000156"
"2009-2010","lower","GOODMAN","PAL000256"
